date,product,category,sales,price,stock,day_of_week,month,week_of_year,is_weekend,lag_7,rolling_mean_7
2022-01-17,Bread,Bakery,60,191.42440332600688,391,0,1,3,0,84.0,71.14285714285714
2022-01-17,Eggs,Dairy,62,32.83128308307201,484,0,1,3,0,83.0,74.85714285714286
2022-01-17,Milk,Dairy,76,44.7445394503884,436,0,1,3,0,63.0,67.71428571428571
2022-01-17,Rice,Grocery,46,57.06888800521992,343,0,1,3,0,48.0,71.57142857142857
2022-01-17,Shampoo,Personal Care,72,43.31275127897432,417,0,1,3,0,74.0,74.28571428571429
2022-01-17,Soap,Personal Care,57,27.88982777102642,293,0,1,3,0,55.0,70.71428571428571
2022-01-18,Bread,Bakery,44,85.71589953550095,209,1,1,3,0,61.0,68.71428571428571
2022-01-18,Eggs,Dairy,67,105.59588913021666,456,1,1,3,0,61.0,75.71428571428571
2022-01-18,Milk,Dairy,80,163.3134656396481,299,1,1,3,0,70.0,69.14285714285714
2022-01-18,Rice,Grocery,65,178.46927358662904,379,1,1,3,0,63.0,71.85714285714286
2022-01-18,Shampoo,Personal Care,78,132.05966285919996,359,1,1,3,0,63.0,76.42857142857143
2022-01-18,Soap,Personal Care,67,139.9531161856468,215,1,1,3,0,81.0,68.71428571428571
2022-01-19,Bread,Bakery,42,97.06804919338816,378,2,1,3,0,74.0,64.14285714285714
2022-01-19,Eggs,Dairy,47,182.0166219716521,243,2,1,3,0,69.0,72.57142857142857
2022-01-19,Milk,Dairy,85,119.340093796417,377,2,1,3,0,43.0,75.14285714285714
2022-01-19,Rice,Grocery,54,128.92853731929884,264,2,1,3,0,58.0,71.28571428571429
2022-01-19,Shampoo,Personal Care,75,139.7712869491078,289,2,1,3,0,68.0,77.42857142857143
2022-01-19,Soap,Personal Care,80,50.77193274459108,452,2,1,3,0,58.0,71.85714285714286
2022-01-20,Bread,Bakery,54,32.45131724811469,313,3,1,3,0,45.0,65.42857142857143
2022-01-20,Eggs,Dairy,63,43.713513318147335,391,3,1,3,0,75.0,70.85714285714286
2022-01-20,Milk,Dairy,56,14.421667789806914,314,3,1,3,0,60.0,74.57142857142857
2022-01-20,Rice,Grocery,62,176.7196825701401,416,3,1,3,0,64.0,71.0
2022-01-20,Shampoo,Personal Care,73,157.5184625409794,351,3,1,3,0,60.0,79.28571428571429
2022-01-20,Soap,Personal Care,58,149.01307350693165,235,3,1,3,0,42.0,74.14285714285714
2022-01-21,Bread,Bakery,54,29.593535078827195,472,4,1,3,0,49.0,66.14285714285714
2022-01-21,Eggs,Dairy,74,20.162206382000093,432,4,1,3,0,47.0,74.71428571428571
2022-01-21,Milk,Dairy,66,55.33340336016463,382,4,1,3,0,66.0,74.57142857142857
2022-01-21,Rice,Grocery,75,167.0269185604709,386,4,1,3,0,55.0,73.85714285714286
2022-01-21,Shampoo,Personal Care,72,118.95319874342437,343,4,1,3,0,67.0,80.0
2022-01-21,Soap,Personal Care,69,77.43198618791692,483,4,1,3,0,61.0,75.28571428571429
2022-01-22,Bread,Bakery,107,160.02744713096524,308,5,1,3,1,98.0,67.42857142857143
2022-01-22,Eggs,Dairy,114,144.10798193695197,438,5,1,3,1,109.0,75.42857142857143
2022-01-22,Milk,Dairy,76,124.4637759212126,252,5,1,3,1,79.0,74.14285714285714
2022-01-22,Rice,Grocery,121,114.41048764150976,332,5,1,3,1,98.0,77.14285714285714
2022-01-22,Shampoo,Personal Care,113,90.95738025891882,367,5,1,3,1,106.0,81.0
2022-01-22,Soap,Personal Care,89,154.68702002631971,452,5,1,3,1,107.0,72.71428571428571
2022-01-23,Bread,Bakery,78,54.313333760660285,335,6,1,3,1,111.0,62.714285714285715
2022-01-23,Eggs,Dairy,76,81.489321250874,474,6,1,3,1,101.0,71.85714285714286
2022-01-23,Milk,Dairy,95,179.46041266758755,393,6,1,3,1,80.0,76.28571428571429
2022-01-23,Rice,Grocery,89,54.97018679959496,416,6,1,3,1,117.0,73.14285714285714
2022-01-23,Shampoo,Personal Care,84,12.157192505809622,419,6,1,3,1,84.0,81.0
2022-01-23,Soap,Personal Care,117,182.20733316799985,238,6,1,3,1,89.0,76.71428571428571
2022-01-24,Bread,Bakery,54,55.12622954556929,390,0,1,4,0,60.0,61.857142857142854
2022-01-24,Eggs,Dairy,56,195.80112706331147,372,0,1,4,0,62.0,71.0
2022-01-24,Milk,Dairy,88,32.57540409093367,200,0,1,4,0,76.0,78.0
2022-01-24,Rice,Grocery,83,25.749351121737305,316,0,1,4,0,46.0,78.42857142857143
2022-01-24,Shampoo,Personal Care,54,58.06813191795581,346,0,1,4,0,72.0,78.42857142857143
2022-01-24,Soap,Personal Care,82,179.3171916026335,412,0,1,4,0,57.0,80.28571428571429
2022-01-25,Bread,Bakery,54,129.23603521597204,458,1,1,4,0,44.0,63.285714285714285
2022-01-25,Eggs,Dairy,62,84.95914173554468,355,1,1,4,0,67.0,70.28571428571429
2022-01-25,Milk,Dairy,76,41.58093206275805,213,1,1,4,0,80.0,77.42857142857143
2022-01-25,Rice,Grocery,65,63.38300602252376,423,1,1,4,0,65.0,78.42857142857143
2022-01-25,Shampoo,Personal Care,72,77.13692332495003,377,1,1,4,0,78.0,77.57142857142857
2022-01-25,Soap,Personal Care,67,42.23918174015745,363,1,1,4,0,67.0,80.28571428571429
2022-01-26,Bread,Bakery,82,63.15506636209969,411,2,1,4,0,42.0,69.0
2022-01-26,Eggs,Dairy,47,190.4619835254656,455,2,1,4,0,47.0,70.28571428571429
2022-01-26,Milk,Dairy,71,195.13501345657164,391,2,1,4,0,85.0,75.42857142857143
2022-01-26,Rice,Grocery,67,40.89721847552934,245,2,1,4,0,54.0,80.28571428571429
2022-01-26,Shampoo,Personal Care,80,114.8016957833733,204,2,1,4,0,75.0,78.28571428571429
2022-01-26,Soap,Personal Care,58,184.6435448487563,209,2,1,4,0,80.0,77.14285714285714
2022-01-27,Bread,Bakery,70,81.58040428820874,481,3,1,4,0,54.0,71.28571428571429
2022-01-27,Eggs,Dairy,50,35.43190257212031,205,3,1,4,0,63.0,68.42857142857143
2022-01-27,Milk,Dairy,62,157.74443390969284,345,3,1,4,0,56.0,76.28571428571429
2022-01-27,Rice,Grocery,80,169.2824538951162,297,3,1,4,0,62.0,82.85714285714286
2022-01-27,Shampoo,Personal Care,47,115.5320240644992,252,3,1,4,0,73.0,74.57142857142857
2022-01-27,Soap,Personal Care,83,111.525792255598,332,3,1,4,0,58.0,80.71428571428571
2022-01-28,Bread,Bakery,73,48.95861241623973,200,4,1,4,0,54.0,74.0
2022-01-28,Eggs,Dairy,48,14.21510098575731,449,4,1,4,0,74.0,64.71428571428571
2022-01-28,Milk,Dairy,53,171.43300422870817,344,4,1,4,0,66.0,74.42857142857143
2022-01-28,Rice,Grocery,70,125.1731805456672,487,4,1,4,0,75.0,82.14285714285714
2022-01-28,Shampoo,Personal Care,51,116.5782145917234,421,4,1,4,0,72.0,71.57142857142857
2022-01-28,Soap,Personal Care,43,108.83106521127874,467,4,1,4,0,69.0,77.0
2022-01-29,Bread,Bakery,119,143.77515593885246,302,5,1,4,1,107.0,75.71428571428571
2022-01-29,Eggs,Dairy,101,93.12023518450852,448,5,1,4,1,114.0,62.857142857142854
2022-01-29,Milk,Dairy,101,101.20873373351029,406,5,1,4,1,76.0,78.0
2022-01-29,Rice,Grocery,108,76.61163617325343,297,5,1,4,1,121.0,80.28571428571429
2022-01-29,Shampoo,Personal Care,90,161.3296373780367,337,5,1,4,1,113.0,68.28571428571429
2022-01-29,Soap,Personal Care,107,158.8940724208172,229,5,1,4,1,89.0,79.57142857142857
2022-01-30,Bread,Bakery,108,103.59743785864522,404,6,1,4,1,78.0,80.0
2022-01-30,Eggs,Dairy,95,36.377162803387925,207,6,1,4,1,76.0,65.57142857142857
2022-01-30,Milk,Dairy,95,156.09437084992553,268,6,1,4,1,95.0,78.0
2022-01-30,Rice,Grocery,98,112.08004917567332,350,6,1,4,1,89.0,81.57142857142857
2022-01-30,Shampoo,Personal Care,74,107.89485042420006,359,6,1,4,1,84.0,66.85714285714286
2022-01-30,Soap,Personal Care,80,142.335278583145,480,6,1,4,1,117.0,74.28571428571429
2022-01-31,Bread,Bakery,66,43.6319920125819,200,0,1,5,0,54.0,81.71428571428571
2022-01-31,Eggs,Dairy,57,105.6492814624228,272,0,1,5,0,56.0,65.71428571428571
2022-01-31,Milk,Dairy,75,17.765037090630983,204,0,1,5,0,88.0,76.14285714285714
2022-01-31,Rice,Grocery,52,77.63838201167736,245,0,1,5,0,83.0,77.14285714285714
2022-01-31,Shampoo,Personal Care,73,184.9657561010445,260,0,1,5,0,54.0,69.57142857142857
2022-01-31,Soap,Personal Care,79,129.30107400327248,438,0,1,5,0,82.0,73.85714285714286
2022-02-01,Bread,Bakery,61,49.77637143397496,326,1,2,5,0,54.0,82.71428571428571
2022-02-01,Eggs,Dairy,64,152.01947824541375,213,1,2,5,0,62.0,66.0
2022-02-01,Milk,Dairy,59,163.17824316068166,312,1,2,5,0,76.0,73.71428571428571
2022-02-01,Rice,Grocery,76,127.46840659075625,277,1,2,5,0,65.0,78.71428571428571
2022-02-01,Shampoo,Personal Care,75,152.42708408163162,473,1,2,5,0,72.0,70.0
2022-02-01,Soap,Personal Care,84,145.53642131806495,310,1,2,5,0,67.0,76.28571428571429
2022-02-02,Bread,Bakery,68,44.633936910432034,238,2,2,5,0,82.0,80.71428571428571
2022-02-02,Eggs,Dairy,67,75.15610421286945,224,2,2,5,0,47.0,68.85714285714286
2022-02-02,Milk,Dairy,70,111.1972806264544,214,2,2,5,0,71.0,73.57142857142857
2022-02-02,Rice,Grocery,80,50.17512132934348,325,2,2,5,0,67.0,80.57142857142857
2022-02-02,Shampoo,Personal Care,71,120.99790209569215,233,2,2,5,0,80.0,68.71428571428571
2022-02-02,Soap,Personal Care,52,159.94253533539427,308,2,2,5,0,58.0,75.42857142857143
2022-02-03,Bread,Bakery,67,63.91742210175765,205,3,2,5,0,70.0,80.28571428571429
2022-02-03,Eggs,Dairy,64,11.4315289954742,476,3,2,5,0,50.0,70.85714285714286
2022-02-03,Milk,Dairy,61,121.44173258554424,435,3,2,5,0,62.0,73.42857142857143
2022-02-03,Rice,Grocery,60,56.42709953828436,428,3,2,5,0,80.0,77.71428571428571
2022-02-03,Shampoo,Personal Care,79,26.69864866262733,294,3,2,5,0,47.0,73.28571428571429
2022-02-03,Soap,Personal Care,50,56.73196839305655,203,3,2,5,0,83.0,70.71428571428571
2022-02-04,Bread,Bakery,51,196.6519372126352,422,4,2,5,0,73.0,77.14285714285714
2022-02-04,Eggs,Dairy,57,165.2436934803632,293,4,2,5,0,48.0,72.14285714285714
2022-02-04,Milk,Dairy,71,25.24441167571202,442,4,2,5,0,53.0,76.0
2022-02-04,Rice,Grocery,46,119.4396993830754,274,4,2,5,0,70.0,74.28571428571429
2022-02-04,Shampoo,Personal Care,64,118.60641099928095,372,4,2,5,0,51.0,75.14285714285714
2022-02-04,Soap,Personal Care,68,137.04221178564188,393,4,2,5,0,43.0,74.28571428571429
2022-02-05,Bread,Bakery,89,149.88696490271275,339,5,2,5,1,119.0,72.85714285714286
2022-02-05,Eggs,Dairy,83,70.92201651030771,458,5,2,5,1,101.0,69.57142857142857
2022-02-05,Milk,Dairy,79,193.9188726358045,474,5,2,5,1,101.0,72.85714285714286
2022-02-05,Rice,Grocery,83,64.8398051156486,492,5,2,5,1,108.0,70.71428571428571
2022-02-05,Shampoo,Personal Care,83,198.0924441540896,212,5,2,5,1,90.0,74.14285714285714
2022-02-05,Soap,Personal Care,107,73.95481285684491,209,5,2,5,1,107.0,74.28571428571429
2022-02-06,Bread,Bakery,94,32.17225218691945,237,6,2,5,1,108.0,70.85714285714286
2022-02-06,Eggs,Dairy,93,188.2846867959972,275,6,2,5,1,95.0,69.28571428571429
2022-02-06,Milk,Dairy,110,26.694941136104795,300,6,2,5,1,95.0,75.0
2022-02-06,Rice,Grocery,120,171.6382174031264,435,6,2,5,1,98.0,73.85714285714286
2022-02-06,Shampoo,Personal Care,105,167.30876856372348,428,6,2,5,1,74.0,78.57142857142857
2022-02-06,Soap,Personal Care,106,186.0253904820451,259,6,2,5,1,80.0,78.0
2022-02-07,Bread,Bakery,71,109.38243070613268,331,0,2,6,0,66.0,71.57142857142857
2022-02-07,Eggs,Dairy,53,145.61866642251195,487,0,2,6,0,57.0,68.71428571428571
2022-02-07,Milk,Dairy,55,41.210501606888656,204,0,2,6,0,75.0,72.14285714285714
2022-02-07,Rice,Grocery,76,121.77826840106076,495,0,2,6,0,52.0,77.28571428571429
2022-02-07,Shampoo,Personal Care,54,54.12041207789529,424,0,2,6,0,73.0,75.85714285714286
2022-02-07,Soap,Personal Care,63,112.55840176378028,262,0,2,6,0,79.0,75.71428571428571
2022-02-08,Bread,Bakery,65,113.1413690165477,397,1,2,6,0,61.0,72.14285714285714
2022-02-08,Eggs,Dairy,73,176.93953192095327,488,1,2,6,0,64.0,70.0
2022-02-08,Milk,Dairy,55,113.27504361165784,303,1,2,6,0,59.0,71.57142857142857
2022-02-08,Rice,Grocery,47,129.2645300835694,241,1,2,6,0,76.0,73.14285714285714
2022-02-08,Shampoo,Personal Care,45,144.3262876362572,488,1,2,6,0,75.0,71.57142857142857
2022-02-08,Soap,Personal Care,65,118.89866135890384,356,1,2,6,0,84.0,73.0
2022-02-09,Bread,Bakery,53,74.99553225602241,493,2,2,6,0,68.0,70.0
2022-02-09,Eggs,Dairy,73,161.4861194981152,460,2,2,6,0,67.0,70.85714285714286
2022-02-09,Milk,Dairy,72,118.27904012555014,209,2,2,6,0,70.0,71.85714285714286
2022-02-09,Rice,Grocery,66,170.82593542955846,415,2,2,6,0,80.0,71.14285714285714
2022-02-09,Shampoo,Personal Care,59,141.850204448749,491,2,2,6,0,71.0,69.85714285714286
2022-02-09,Soap,Personal Care,82,87.70148364624372,372,2,2,6,0,52.0,77.28571428571429
2022-02-10,Bread,Bakery,59,75.07960886392324,333,3,2,6,0,67.0,68.85714285714286
2022-02-10,Eggs,Dairy,59,106.11884898804854,310,3,2,6,0,64.0,70.14285714285714
2022-02-10,Milk,Dairy,75,123.81557930769203,347,3,2,6,0,61.0,73.85714285714286
2022-02-10,Rice,Grocery,61,64.70662713038797,417,3,2,6,0,60.0,71.28571428571429
2022-02-10,Shampoo,Personal Care,67,144.37534051954574,305,3,2,6,0,79.0,68.14285714285714
2022-02-10,Soap,Personal Care,57,187.1024736718864,332,3,2,6,0,50.0,78.28571428571429
2022-02-11,Bread,Bakery,60,169.68353007628036,466,4,2,6,0,51.0,70.14285714285714
2022-02-11,Eggs,Dairy,43,175.28030879180437,254,4,2,6,0,57.0,68.14285714285714
2022-02-11,Milk,Dairy,64,90.58482754745334,228,4,2,6,0,71.0,72.85714285714286
2022-02-11,Rice,Grocery,62,31.515228709743496,309,4,2,6,0,46.0,73.57142857142857
2022-02-11,Shampoo,Personal Care,68,159.68007885575355,353,4,2,6,0,64.0,68.71428571428571
2022-02-11,Soap,Personal Care,65,125.49993482090916,336,4,2,6,0,68.0,77.85714285714286
2022-02-12,Bread,Bakery,108,98.48302324057452,216,5,2,6,1,89.0,72.85714285714286
2022-02-12,Eggs,Dairy,108,130.13021470471077,355,5,2,6,1,83.0,71.71428571428571
2022-02-12,Milk,Dairy,123,112.10516455820536,274,5,2,6,1,79.0,79.14285714285714
2022-02-12,Rice,Grocery,99,41.44753031131502,360,5,2,6,1,83.0,75.85714285714286
2022-02-12,Shampoo,Personal Care,96,105.41705196293609,456,5,2,6,1,83.0,70.57142857142857
2022-02-12,Soap,Personal Care,106,43.82683370525277,283,5,2,6,1,107.0,77.71428571428571
2022-02-13,Bread,Bakery,117,16.944436891138025,485,6,2,6,1,94.0,76.14285714285714
2022-02-13,Eggs,Dairy,101,96.12487860212524,393,6,2,6,1,93.0,72.85714285714286
2022-02-13,Milk,Dairy,113,85.4904419369436,410,6,2,6,1,110.0,79.57142857142857
2022-02-13,Rice,Grocery,92,121.61618480447412,456,6,2,6,1,120.0,71.85714285714286
2022-02-13,Shampoo,Personal Care,73,73.52893414899162,254,6,2,6,1,105.0,66.0
2022-02-13,Soap,Personal Care,113,86.14498156631194,365,6,2,6,1,106.0,78.71428571428571
2022-02-14,Bread,Bakery,67,14.823407575465524,487,0,2,7,0,71.0,75.57142857142857
2022-02-14,Eggs,Dairy,49,29.78063057706903,438,0,2,7,0,53.0,72.28571428571429
2022-02-14,Milk,Dairy,48,80.92877009315306,361,0,2,7,0,55.0,78.57142857142857
2022-02-14,Rice,Grocery,63,135.19554896292874,446,0,2,7,0,76.0,70.0
2022-02-14,Shampoo,Personal Care,61,28.89386462427558,295,0,2,7,0,54.0,67.0
2022-02-14,Soap,Personal Care,46,178.61749167756557,291,0,2,7,0,63.0,76.28571428571429
2022-02-15,Bread,Bakery,74,65.69806874959252,206,1,2,7,0,65.0,76.85714285714286
2022-02-15,Eggs,Dairy,73,44.47273266706149,235,1,2,7,0,73.0,72.28571428571429
2022-02-15,Milk,Dairy,76,124.60750641362613,364,1,2,7,0,55.0,81.57142857142857
2022-02-15,Rice,Grocery,55,149.82187650724043,284,1,2,7,0,47.0,71.14285714285714
2022-02-15,Shampoo,Personal Care,69,59.290452351945575,394,1,2,7,0,45.0,70.42857142857143
2022-02-15,Soap,Personal Care,85,179.6076251046252,396,1,2,7,0,65.0,79.14285714285714
2022-02-16,Bread,Bakery,53,92.86404053571016,479,2,2,7,0,53.0,76.85714285714286
2022-02-16,Eggs,Dairy,69,102.10788975856578,408,2,2,7,0,73.0,71.71428571428571
2022-02-16,Milk,Dairy,73,167.82435624739745,492,2,2,7,0,72.0,81.71428571428571
2022-02-16,Rice,Grocery,65,117.4975577936465,258,2,2,7,0,66.0,71.0
2022-02-16,Shampoo,Personal Care,70,51.42439042387643,477,2,2,7,0,59.0,72.0
2022-02-16,Soap,Personal Care,61,112.91050078556472,436,2,2,7,0,82.0,76.14285714285714
2022-02-17,Bread,Bakery,53,61.7383920386801,274,3,2,7,0,59.0,76.0
2022-02-17,Eggs,Dairy,51,62.07049193056914,216,3,2,7,0,59.0,70.57142857142857
2022-02-17,Milk,Dairy,63,197.0364143336749,228,3,2,7,0,75.0,80.0
2022-02-17,Rice,Grocery,62,110.6357189444654,241,3,2,7,0,61.0,71.14285714285714
2022-02-17,Shampoo,Personal Care,69,36.60352234548531,226,3,2,7,0,67.0,72.28571428571429
2022-02-17,Soap,Personal Care,49,167.6509427043683,286,3,2,7,0,57.0,75.0
2022-02-18,Bread,Bakery,63,136.35696816378854,372,4,2,7,0,60.0,76.42857142857143
2022-02-18,Eggs,Dairy,61,156.4873258517409,228,4,2,7,0,43.0,73.14285714285714
2022-02-18,Milk,Dairy,69,149.11506990722185,297,4,2,7,0,64.0,80.71428571428571
2022-02-18,Rice,Grocery,69,18.92353368726046,392,4,2,7,0,62.0,72.14285714285714
2022-02-18,Shampoo,Personal Care,62,125.97688673151194,297,4,2,7,0,68.0,71.42857142857143
2022-02-18,Soap,Personal Care,70,64.85180998643298,363,4,2,7,0,65.0,75.71428571428571
2022-02-19,Bread,Bakery,119,59.83016841696677,426,5,2,7,1,108.0,78.0
2022-02-19,Eggs,Dairy,96,30.253668095416643,400,5,2,7,1,108.0,71.42857142857143
2022-02-19,Milk,Dairy,97,101.91343896715844,449,5,2,7,1,123.0,77.0
2022-02-19,Rice,Grocery,98,39.38770676781488,400,5,2,7,1,99.0,72.0
2022-02-19,Shampoo,Personal Care,118,97.33948742461492,490,5,2,7,1,96.0,74.57142857142857
2022-02-19,Soap,Personal Care,125,88.43077461528293,260,5,2,7,1,106.0,78.42857142857143
2022-02-20,Bread,Bakery,104,122.14382670512654,474,6,2,7,1,117.0,76.14285714285714
2022-02-20,Eggs,Dairy,95,45.17525647933773,279,6,2,7,1,101.0,70.57142857142857
2022-02-20,Milk,Dairy,89,161.88901700410605,371,6,2,7,1,113.0,73.57142857142857
2022-02-20,Rice,Grocery,117,163.41174784518464,216,6,2,7,1,92.0,75.57142857142857
2022-02-20,Shampoo,Personal Care,90,141.53254725839196,397,6,2,7,1,73.0,77.0
2022-02-20,Soap,Personal Care,111,149.12272841781663,348,6,2,7,1,113.0,78.14285714285714
2022-02-21,Bread,Bakery,74,189.3712745404565,246,0,2,8,0,67.0,77.14285714285714
2022-02-21,Eggs,Dairy,66,16.44973593130178,316,0,2,8,0,49.0,73.0
2022-02-21,Milk,Dairy,64,102.9907430921967,342,0,2,8,0,48.0,75.85714285714286
2022-02-21,Rice,Grocery,64,185.7971803089765,481,0,2,8,0,63.0,75.71428571428571
2022-02-21,Shampoo,Personal Care,85,151.56226414284188,302,0,2,8,0,61.0,80.42857142857143
2022-02-21,Soap,Personal Care,54,46.59381527926978,414,0,2,8,0,46.0,79.28571428571429
2022-02-22,Bread,Bakery,79,24.62110830954974,492,1,2,8,0,74.0,77.85714285714286
2022-02-22,Eggs,Dairy,70,112.29628317234965,409,1,2,8,0,73.0,72.57142857142857
2022-02-22,Milk,Dairy,69,123.29127691159007,307,1,2,8,0,76.0,74.85714285714286
2022-02-22,Rice,Grocery,57,93.79611073215072,238,1,2,8,0,55.0,76.0
2022-02-22,Shampoo,Personal Care,70,14.636148495742225,369,1,2,8,0,69.0,80.57142857142857
2022-02-22,Soap,Personal Care,55,91.09524076442425,307,1,2,8,0,85.0,75.0
2022-02-23,Bread,Bakery,48,11.802232389414634,228,2,2,8,0,53.0,77.14285714285714
2022-02-23,Eggs,Dairy,66,175.99865169540436,438,2,2,8,0,69.0,72.14285714285714
2022-02-23,Milk,Dairy,53,110.49805546517028,295,2,2,8,0,73.0,72.0
2022-02-23,Rice,Grocery,85,86.36687358575601,444,2,2,8,0,65.0,78.85714285714286
2022-02-23,Shampoo,Personal Care,85,30.990081494964983,341,2,2,8,0,70.0,82.71428571428571
2022-02-23,Soap,Personal Care,73,27.422873671171725,264,2,2,8,0,61.0,76.71428571428571
2022-02-24,Bread,Bakery,79,13.396047599348623,272,3,2,8,0,53.0,80.85714285714286
2022-02-24,Eggs,Dairy,70,159.4055527389549,397,3,2,8,0,51.0,74.85714285714286
2022-02-24,Milk,Dairy,80,66.29854288663812,492,3,2,8,0,63.0,74.42857142857143
2022-02-24,Rice,Grocery,70,84.40972670266765,339,3,2,8,0,62.0,80.0
2022-02-24,Shampoo,Personal Care,53,41.73644975749429,251,3,2,8,0,69.0,80.42857142857143
2022-02-24,Soap,Personal Care,59,124.15170482401764,261,3,2,8,0,49.0,78.14285714285714
