user_id,date,category,sub_category,amount,payment_method,location,income,budget,year,month,day,weekday,is_weekend
1017,2024-04-04 15:44:34,Travel,Flights,5652.15,Cash,Online,60000,25000,2024,4,4,Thursday,False
1015,2024-03-02 00:23:56,Shopping,Accessories,2736.35,Cash,Restaurant,50000,20000,2024,3,2,Saturday,True
1020,2024-11-29 10:42:05,Bills,Electricity,747.57,UPI,Store,60000,30000,2024,11,29,Friday,False
1020,2023-08-28 07:53:38,Others,Misc,4020.88,Cash,Store,30000,25000,2023,8,28,Monday,False
1004,2023-11-27 22:41:45,Shopping,Electronics,419.03,UPI,Online,50000,25000,2023,11,27,Monday,False
1006,2023-08-25 02:37:12,Health,Medicine,4935.09,Card,Restaurant,50000,20000,2023,8,25,Friday,False
1018,2023-04-28 16:03:07,Health,Doctor,3872.61,Cash,Restaurant,30000,25000,2023,4,28,Friday,False
1006,2023-05-27 16:22:47,Education,Courses,1033.64,Card,Restaurant,30000,25000,2023,5,27,Saturday,True
1009,2023-05-17 22:29:05,Education,Books,77.33,Card,Store,60000,25000,2023,5,17,Wednesday,False
1018,2024-02-26 06:13:41,Entertainment,Subscriptions,4086.53,Card,Online,30000,20000,2024,2,26,Monday,False
1001,2024-12-30 12:59:50,Rent,House Rent,15602.86,UPI,Store,40000,25000,2024,12,30,Monday,False
1016,2024-04-19 00:54:15,Health,Medicine,3658.59,Cash,Restaurant,40000,25000,2024,4,19,Friday,False
1008,2024-11-16 01:51:31,Entertainment,Movies,3867.79,Cash,Restaurant,30000,30000,2024,11,16,Saturday,True
1001,2023-07-02 10:44:43,Food,Restaurant,416.52,Cash,Store,40000,20000,2023,7,2,Sunday,True
1014,2023-04-24 06:50:35,Transport,Fuel,1824.41,UPI,Restaurant,50000,30000,2023,4,24,Monday,False
1003,2023-03-06 07:13:04,Travel,Flights,3506.3,Card,Store,30000,20000,2023,3,6,Monday,False
1012,2024-02-01 00:20:36,Food,Restaurant,4322.36,UPI,Restaurant,60000,30000,2024,2,1,Thursday,False
1017,2024-04-14 18:02:50,Rent,House Rent,14349.47,Card,Online,60000,25000,2024,4,14,Sunday,True
1005,2023-02-25 16:13:53,Entertainment,Games,1687.95,Cash,Store,60000,20000,2023,2,25,Saturday,True
1007,2023-12-20 02:06:11,Health,Medicine,364.61,Cash,Restaurant,60000,30000,2023,12,20,Wednesday,False
1007,2023-05-31 01:45:27,Transport,Taxi,1589.36,Card,Restaurant,30000,30000,2023,5,31,Wednesday,False
1015,2023-10-28 11:48:36,Travel,Flights,6227.38,Cash,Mall,60000,25000,2023,10,28,Saturday,True
1016,2024-07-12 18:55:35,Bills,Water,3661.55,Cash,Mall,50000,20000,2024,7,12,Friday,False
1003,2023-02-09 16:24:26,Others,Misc,3205.91,UPI,Online,60000,20000,2023,2,9,Thursday,False
1010,2024-03-12 08:18:05,Others,Misc,4441.7,Cash,Restaurant,40000,30000,2024,3,12,Tuesday,False
1017,2023-01-24 11:42:32,Travel,Flights,8138.79,Card,Mall,40000,25000,2023,1,24,Tuesday,False
1013,2024-05-02 08:55:55,Transport,Taxi,641.99,Card,Mall,50000,20000,2024,5,2,Thursday,False
1008,2024-01-14 10:53:25,Shopping,Accessories,3580.56,Cash,Store,50000,30000,2024,1,14,Sunday,True
1016,2024-09-10 05:09:06,Others,Misc,3815.89,UPI,Online,50000,30000,2024,9,10,Tuesday,False
1006,2024-03-03 22:40:20,Rent,House Rent,13419.16,Cash,Restaurant,50000,25000,2024,3,3,Sunday,True
1019,2023-10-25 19:53:38,Education,Courses,3866.29,UPI,Online,60000,30000,2023,10,25,Wednesday,False
1006,2023-09-22 14:38:58,Food,Snacks,2494.29,Cash,Store,50000,30000,2023,9,22,Friday,False
1001,2023-10-21 21:00:32,Health,Doctor,2637.53,Card,Online,40000,20000,2023,10,21,Saturday,True
1006,2024-10-03 17:56:27,Entertainment,Subscriptions,2166.33,Cash,Online,40000,30000,2024,10,3,Thursday,False
1014,2023-07-28 14:39:27,Rent,House Rent,5381.29,UPI,Restaurant,50000,20000,2023,7,28,Friday,False
1008,2024-01-22 13:44:08,Bills,Water,584.06,UPI,Store,40000,20000,2024,1,22,Monday,False
1014,2023-07-31 05:48:56,Bills,Electricity,205.57,Card,Restaurant,30000,25000,2023,7,31,Monday,False
1010,2023-08-20 05:09:06,Rent,House Rent,14546.16,UPI,Store,40000,30000,2023,8,20,Sunday,True
1003,2024-07-13 19:04:34,Others,Misc,1606.06,UPI,Restaurant,50000,20000,2024,7,13,Saturday,True
1012,2024-09-06 02:00:01,Education,Books,2567.42,Card,Store,60000,30000,2024,9,6,Friday,False
1001,2023-08-10 13:21:24,Education,Books,4542.45,UPI,Mall,40000,20000,2023,8,10,Thursday,False
1014,2024-05-24 23:14:59,Food,Restaurant,1284.0,UPI,Online,40000,30000,2024,5,24,Friday,False
1010,2024-04-08 20:14:59,Entertainment,Movies,2081.4,Card,Store,30000,25000,2024,4,8,Monday,False
1008,2023-03-01 03:07:55,Health,Doctor,3789.98,UPI,Online,60000,20000,2023,3,1,Wednesday,False
1012,2024-07-21 21:26:43,Shopping,Accessories,1182.55,Cash,Mall,30000,30000,2024,7,21,Sunday,True
1016,2024-06-14 02:54:08,Rent,House Rent,6154.7,Cash,Restaurant,50000,20000,2024,6,14,Friday,False
1008,2024-10-04 23:00:23,Food,Groceries,1484.27,Cash,Mall,40000,25000,2024,10,4,Friday,False
1015,2024-12-29 10:22:59,Education,Courses,848.05,Cash,Mall,50000,30000,2024,12,29,Sunday,True
1005,2023-09-05 03:28:01,Entertainment,Subscriptions,4652.0,UPI,Online,60000,25000,2023,9,5,Tuesday,False
1004,2024-10-20 03:07:54,Health,Doctor,4050.2,Card,Store,50000,20000,2024,10,20,Sunday,True
1009,2024-03-17 00:42:50,Education,Books,3185.35,UPI,Mall,40000,25000,2024,3,17,Sunday,True
1002,2023-06-27 07:11:46,Health,Doctor,4363.73,Cash,Online,40000,20000,2023,6,27,Tuesday,False
1016,2024-06-18 04:07:35,Food,Groceries,4028.18,Cash,Mall,30000,30000,2024,6,18,Tuesday,False
1006,2023-10-07 16:42:21,Entertainment,Subscriptions,973.52,Cash,Online,40000,30000,2023,10,7,Saturday,True
1020,2023-06-18 14:26:46,Food,Groceries,4468.17,UPI,Mall,30000,25000,2023,6,18,Sunday,True
1001,2023-05-17 18:39:53,Rent,House Rent,13090.13,Cash,Mall,60000,20000,2023,5,17,Wednesday,False
1006,2023-05-07 05:12:07,Entertainment,Subscriptions,4046.83,Card,Mall,30000,30000,2023,5,7,Sunday,True
1002,2024-01-25 23:55:56,Shopping,Clothing,4485.65,Cash,Restaurant,50000,25000,2024,1,25,Thursday,False
1017,2023-03-29 02:49:53,Shopping,Clothing,1624.12,Card,Online,60000,25000,2023,3,29,Wednesday,False
1004,2023-04-08 02:18:48,Health,Medicine,594.76,Cash,Online,60000,30000,2023,4,8,Saturday,True
1014,2023-08-05 15:25:02,Others,Misc,1178.28,Cash,Restaurant,30000,25000,2023,8,5,Saturday,True
1005,2024-01-11 07:11:33,Rent,House Rent,11406.62,UPI,Restaurant,50000,25000,2024,1,11,Thursday,False
1006,2024-09-14 07:22:06,Education,Books,4099.17,Card,Mall,60000,20000,2024,9,14,Saturday,True
1001,2024-07-31 00:13:51,Rent,House Rent,17910.96,UPI,Restaurant,40000,25000,2024,7,31,Wednesday,False
1004,2024-09-28 21:29:58,Rent,House Rent,5104.28,Cash,Online,50000,20000,2024,9,28,Saturday,True
1020,2023-03-14 02:58:33,Bills,Water,2578.2,UPI,Mall,40000,30000,2023,3,14,Tuesday,False
1001,2024-08-20 14:10:08,Rent,House Rent,11261.17,UPI,Mall,40000,25000,2024,8,20,Tuesday,False
1015,2023-09-22 18:34:17,Education,Courses,1149.43,Card,Restaurant,50000,25000,2023,9,22,Friday,False
1011,2023-06-21 12:47:29,Others,Misc,643.33,Card,Store,50000,20000,2023,6,21,Wednesday,False
1013,2023-11-22 20:19:18,Health,Medicine,1721.2,UPI,Mall,30000,20000,2023,11,22,Wednesday,False
1014,2024-08-30 20:03:36,Health,Medicine,4717.4,Cash,Restaurant,60000,20000,2024,8,30,Friday,False
1017,2024-08-14 14:08:48,Shopping,Accessories,1649.85,UPI,Store,40000,30000,2024,8,14,Wednesday,False
1014,2023-02-13 18:34:32,Rent,House Rent,12781.86,UPI,Store,30000,20000,2023,2,13,Monday,False
1010,2023-06-28 03:43:03,Rent,House Rent,15545.28,Card,Restaurant,60000,25000,2023,6,28,Wednesday,False
1014,2024-12-07 12:55:08,Entertainment,Subscriptions,1849.97,UPI,Store,30000,20000,2024,12,7,Saturday,True
1009,2023-03-16 07:48:07,Education,Books,4860.32,Cash,Mall,40000,25000,2023,3,16,Thursday,False
1019,2023-01-08 18:48:34,Rent,House Rent,19436.71,UPI,Store,30000,30000,2023,1,8,Sunday,True
1002,2024-08-31 16:14:06,Shopping,Accessories,1296.32,UPI,Restaurant,30000,25000,2024,8,31,Saturday,True
1007,2024-10-18 08:06:06,Others,Misc,2511.38,Cash,Store,60000,20000,2024,10,18,Friday,False
1006,2024-09-25 06:29:02,Travel,Flights,5911.42,Cash,Mall,50000,20000,2024,9,25,Wednesday,False
1019,2023-07-11 04:45:04,Food,Snacks,1459.96,UPI,Restaurant,30000,20000,2023,7,11,Tuesday,False
1020,2024-11-14 22:53:51,Bills,Electricity,232.59,UPI,Restaurant,50000,30000,2024,11,14,Thursday,False
1004,2023-05-03 06:34:23,Education,Books,3067.34,Cash,Restaurant,40000,30000,2023,5,3,Wednesday,False
1012,2023-08-23 22:38:07,Shopping,Accessories,2538.26,Card,Online,30000,20000,2023,8,23,Wednesday,False
1011,2023-04-13 20:59:22,Health,Medicine,304.82,UPI,Mall,60000,20000,2023,4,13,Thursday,False
1011,2023-08-07 23:33:31,Education,Books,1429.3,Cash,Online,50000,20000,2023,8,7,Monday,False
1010,2023-07-01 16:08:02,Health,Medicine,4545.92,UPI,Store,30000,20000,2023,7,1,Saturday,True
1016,2023-06-19 22:51:57,Shopping,Electronics,1235.83,Card,Online,40000,25000,2023,6,19,Monday,False
1017,2024-06-26 07:07:09,Transport,Bus,767.23,Card,Online,60000,25000,2024,6,26,Wednesday,False
1013,2024-11-18 08:00:10,Health,Doctor,2472.79,Card,Store,60000,20000,2024,11,18,Monday,False
1015,2023-02-28 20:04:18,Education,Books,4928.97,Cash,Restaurant,40000,30000,2023,2,28,Tuesday,False
1008,2024-04-29 16:34:25,Rent,House Rent,8630.83,Cash,Online,30000,20000,2024,4,29,Monday,False
1001,2023-09-23 12:55:25,Health,Doctor,3377.07,Cash,Store,50000,20000,2023,9,23,Saturday,True
1002,2024-03-22 21:24:39,Bills,Internet,3820.02,Card,Restaurant,60000,20000,2024,3,22,Friday,False
1008,2024-01-12 17:16:47,Education,Books,1226.31,Cash,Mall,40000,20000,2024,1,12,Friday,False
1011,2024-04-11 10:38:36,Shopping,Electronics,3654.67,UPI,Online,60000,25000,2024,4,11,Thursday,False
1006,2024-09-14 00:17:23,Transport,Fuel,1870.53,Cash,Store,40000,30000,2024,9,14,Saturday,True
1014,2024-12-13 12:40:59,Bills,Electricity,3179.91,Cash,Store,60000,20000,2024,12,13,Friday,False
1012,2024-12-20 09:06:19,Travel,Hotel,10235.89,UPI,Online,60000,30000,2024,12,20,Friday,False
1007,2024-04-17 03:04:36,Shopping,Electronics,2702.08,Cash,Online,50000,30000,2024,4,17,Wednesday,False
1001,2024-11-02 20:00:08,Others,Misc,496.93,Cash,Online,30000,20000,2024,11,2,Saturday,True
1009,2024-04-12 12:58:10,Others,Misc,4184.75,Cash,Restaurant,40000,30000,2024,4,12,Friday,False
1013,2023-09-29 17:59:00,Food,Snacks,1637.86,UPI,Mall,30000,20000,2023,9,29,Friday,False
1005,2023-07-20 20:36:29,Others,Misc,973.27,UPI,Restaurant,60000,20000,2023,7,20,Thursday,False
1002,2024-09-05 18:40:47,Food,Snacks,251.84,UPI,Restaurant,50000,20000,2024,9,5,Thursday,False
1004,2023-10-13 22:59:05,Others,Misc,2974.92,UPI,Restaurant,40000,25000,2023,10,13,Friday,False
1019,2023-04-10 03:42:06,Education,Books,3403.94,UPI,Restaurant,60000,30000,2023,4,10,Monday,False
1014,2024-03-10 08:46:46,Others,Misc,132.11,Card,Store,60000,20000,2024,3,10,Sunday,True
1015,2024-07-01 10:33:11,Education,Courses,2584.86,Cash,Online,60000,30000,2024,7,1,Monday,False
1014,2023-12-13 14:19:26,Education,Books,1171.15,Cash,Online,40000,30000,2023,12,13,Wednesday,False
1005,2024-12-06 18:58:33,Others,Misc,3243.61,Card,Online,50000,25000,2024,12,6,Friday,False
1015,2024-11-17 19:13:37,Rent,House Rent,7615.5,Card,Online,50000,20000,2024,11,17,Sunday,True
1007,2023-03-29 20:47:21,Transport,Taxi,3470.14,Cash,Online,30000,30000,2023,3,29,Wednesday,False
1016,2023-05-02 14:05:31,Entertainment,Movies,1964.34,Card,Online,40000,20000,2023,5,2,Tuesday,False
1011,2024-03-29 06:20:24,Rent,House Rent,19050.95,Cash,Restaurant,30000,20000,2024,3,29,Friday,False
1009,2023-02-23 10:05:23,Rent,House Rent,7062.81,UPI,Online,50000,30000,2023,2,23,Thursday,False
1005,2023-09-23 18:43:21,Travel,Flights,6433.86,Cash,Mall,40000,30000,2023,9,23,Saturday,True
1016,2024-11-26 10:56:59,Bills,Electricity,611.69,Cash,Restaurant,40000,25000,2024,11,26,Tuesday,False
1011,2024-09-10 21:18:25,Entertainment,Subscriptions,4627.23,Cash,Restaurant,60000,25000,2024,9,10,Tuesday,False
1016,2024-10-24 00:04:11,Others,Misc,4392.83,Card,Restaurant,30000,20000,2024,10,24,Thursday,False
1017,2024-11-01 03:19:47,Health,Doctor,1326.81,Cash,Restaurant,30000,25000,2024,11,1,Friday,False
1001,2023-02-23 03:57:18,Others,Misc,3316.92,UPI,Online,40000,25000,2023,2,23,Thursday,False
1015,2023-03-19 18:35:41,Travel,Hotel,12623.89,Card,Mall,60000,25000,2023,3,19,Sunday,True
1006,2024-12-08 21:30:03,Bills,Water,2798.24,Card,Restaurant,60000,25000,2024,12,8,Sunday,True
1005,2024-11-15 05:43:17,Rent,House Rent,12944.76,UPI,Mall,30000,20000,2024,11,15,Friday,False
1009,2024-03-19 21:32:02,Travel,Flights,5144.08,Cash,Mall,50000,20000,2024,3,19,Tuesday,False
1008,2023-05-18 21:37:21,Entertainment,Games,510.86,Cash,Store,60000,25000,2023,5,18,Thursday,False
1014,2024-04-10 11:19:05,Entertainment,Subscriptions,4491.22,Card,Restaurant,30000,25000,2024,4,10,Wednesday,False
1016,2024-04-24 05:41:07,Others,Misc,4507.07,Cash,Restaurant,40000,30000,2024,4,24,Wednesday,False
1016,2023-10-15 02:25:56,Transport,Taxi,3183.85,UPI,Restaurant,50000,25000,2023,10,15,Sunday,True
1015,2023-07-02 15:59:54,Shopping,Accessories,1728.2,Card,Restaurant,30000,20000,2023,7,2,Sunday,True
1014,2024-12-22 11:22:24,Travel,Hotel,6539.72,Card,Store,30000,20000,2024,12,22,Sunday,True
1011,2023-05-08 02:42:06,Health,Doctor,3643.48,Cash,Store,40000,20000,2023,5,8,Monday,False
1004,2024-01-08 13:06:26,Entertainment,Movies,4490.7,Card,Mall,30000,20000,2024,1,8,Monday,False
1001,2024-03-15 00:22:37,Bills,Electricity,4441.08,Card,Restaurant,50000,25000,2024,3,15,Friday,False
1014,2024-12-15 20:05:06,Rent,House Rent,16698.13,Cash,Store,60000,30000,2024,12,15,Sunday,True
1002,2023-01-22 16:40:17,Transport,Fuel,3228.06,Cash,Online,30000,20000,2023,1,22,Sunday,True
1006,2023-08-19 10:31:10,Education,Books,466.49,Card,Online,40000,20000,2023,8,19,Saturday,True
1003,2024-09-09 20:12:43,Education,Books,850.06,UPI,Online,50000,25000,2024,9,9,Monday,False
1007,2024-03-10 12:07:43,Shopping,Electronics,4497.84,UPI,Store,40000,30000,2024,3,10,Sunday,True
1007,2023-09-27 00:14:56,Others,Misc,3051.82,UPI,Online,40000,30000,2023,9,27,Wednesday,False
1016,2024-02-21 08:00:14,Others,Misc,95.53,Card,Mall,30000,25000,2024,2,21,Wednesday,False
1018,2023-12-12 11:46:46,Rent,House Rent,6522.07,UPI,Mall,60000,20000,2023,12,12,Tuesday,False
1005,2024-06-29 02:26:03,Education,Courses,3334.33,UPI,Restaurant,40000,20000,2024,6,29,Saturday,True
1003,2023-11-07 04:30:44,Transport,Fuel,75.05,Cash,Store,30000,25000,2023,11,7,Tuesday,False
1012,2024-06-21 01:13:22,Entertainment,Subscriptions,846.0,UPI,Online,50000,30000,2024,6,21,Friday,False
1005,2023-12-19 19:59:54,Rent,House Rent,13231.01,Cash,Mall,60000,25000,2023,12,19,Tuesday,False
1013,2023-03-17 02:51:00,Entertainment,Games,3474.88,Card,Store,60000,20000,2023,3,17,Friday,False
1018,2024-11-28 06:32:38,Others,Misc,3277.21,Cash,Restaurant,50000,30000,2024,11,28,Thursday,False
1011,2024-07-07 11:13:40,Travel,Hotel,4915.5,Cash,Restaurant,40000,30000,2024,7,7,Sunday,True
1009,2023-08-12 06:05:51,Education,Books,3575.29,UPI,Store,50000,30000,2023,8,12,Saturday,True
1011,2023-11-03 19:45:53,Rent,House Rent,8558.74,Cash,Restaurant,40000,30000,2023,11,3,Friday,False
1020,2023-03-09 12:53:03,Health,Doctor,1660.73,UPI,Store,40000,30000,2023,3,9,Thursday,False
1018,2024-05-06 22:34:57,Others,Misc,3745.13,Card,Mall,60000,25000,2024,5,6,Monday,False
1018,2024-12-11 23:23:08,Bills,Water,3265.68,UPI,Store,30000,20000,2024,12,11,Wednesday,False
1018,2023-01-06 21:14:02,Rent,House Rent,17738.35,Cash,Mall,30000,30000,2023,1,6,Friday,False
1004,2024-05-22 17:54:44,Food,Snacks,3305.18,UPI,Store,30000,20000,2024,5,22,Wednesday,False
1020,2023-04-10 17:04:24,Transport,Fuel,2863.13,Card,Online,60000,20000,2023,4,10,Monday,False
1008,2024-08-06 20:17:18,Education,Books,513.69,UPI,Mall,50000,30000,2024,8,6,Tuesday,False
1016,2024-10-03 21:02:30,Health,Medicine,1870.19,Card,Restaurant,60000,30000,2024,10,3,Thursday,False
1009,2023-07-12 05:26:34,Health,Medicine,1362.75,Card,Mall,50000,30000,2023,7,12,Wednesday,False
1015,2024-06-25 03:54:04,Entertainment,Movies,1257.75,UPI,Store,60000,25000,2024,6,25,Tuesday,False
1003,2023-01-07 07:16:06,Shopping,Accessories,4866.4,Card,Mall,30000,30000,2023,1,7,Saturday,True
1012,2023-10-18 19:34:31,Entertainment,Subscriptions,1995.83,Cash,Restaurant,30000,30000,2023,10,18,Wednesday,False
1013,2024-08-27 20:35:12,Shopping,Clothing,4465.63,UPI,Restaurant,30000,25000,2024,8,27,Tuesday,False
1017,2023-04-13 02:58:04,Transport,Bus,3174.14,UPI,Store,50000,25000,2023,4,13,Thursday,False
1016,2024-06-25 11:00:13,Others,Misc,3984.32,UPI,Restaurant,60000,30000,2024,6,25,Tuesday,False
1017,2024-08-14 07:06:29,Entertainment,Movies,2538.05,Card,Restaurant,30000,20000,2024,8,14,Wednesday,False
1012,2024-09-14 22:43:05,Shopping,Electronics,2905.67,UPI,Restaurant,40000,20000,2024,9,14,Saturday,True
1003,2024-08-11 13:37:12,Education,Books,2487.96,UPI,Restaurant,60000,20000,2024,8,11,Sunday,True
1019,2023-09-09 13:55:38,Others,Misc,1016.45,Card,Online,30000,20000,2023,9,9,Saturday,True
1020,2023-01-17 19:00:57,Others,Misc,3626.14,Card,Restaurant,50000,25000,2023,1,17,Tuesday,False
1015,2024-11-29 01:28:25,Travel,Hotel,5650.04,Card,Online,40000,25000,2024,11,29,Friday,False
1002,2024-02-16 20:58:39,Others,Misc,170.36,UPI,Mall,40000,20000,2024,2,16,Friday,False
1009,2024-08-01 08:27:15,Rent,House Rent,14682.08,Card,Mall,60000,20000,2024,8,1,Thursday,False
1003,2023-12-09 22:01:37,Rent,House Rent,7656.66,Cash,Restaurant,60000,30000,2023,12,9,Saturday,True
1006,2023-08-01 12:50:20,Education,Courses,4705.27,UPI,Online,60000,20000,2023,8,1,Tuesday,False
1015,2024-09-30 16:14:02,Health,Doctor,4771.95,Card,Mall,60000,25000,2024,9,30,Monday,False
1003,2023-02-08 05:00:33,Health,Doctor,4578.58,Cash,Restaurant,50000,30000,2023,2,8,Wednesday,False
